"","Id","IndicatorCode","SpatialDimType","Country","ParentLocationCode","TimeDimType","ParentLocation","Dim1Type","Year","Dim1","Dim2Type","Dim2","Dim3Type","Dim3","DataSourceDimType","DataSourceDim","Value","NumericValue","Low","High","Comments","Date","TimeDimensionValue","TimeDimensionBegin","TimeDimensionEnd"
"118",10168015,"WSH_20_WAT","COUNTRY","MWI","AFR","YEAR","Africa","SEX",2019,"SEX_BTSX","AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0.40 [0.30-0.51]",0.40134,0.30466,0.50717,NA,"2022-11-16T11:21:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"119",2047955,"WSH_20_WAT","COUNTRY","LBN","EMR","YEAR","Eastern Mediterranean","SEX",2019,"SEX_BTSX","AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0.11 [0.03-0.31]",0.11238,0.03143,0.30956,NA,"2022-11-16T11:21:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"120",3190170,"WSH_20_WAT","COUNTRY","MDV","SEAR","YEAR","South-East Asia","SEX",2019,"SEX_BTSX","AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0.27 [0.15-0.43]",0.27016,0.14568,0.43171,NA,"2022-11-16T11:21:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"121",6121411,"WSH_20_WAT","COUNTRY","CAF","AFR","YEAR","Africa","SEX",2019,"SEX_BTSX","AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0.47 [0.35-0.58]",0.46652,0.35487,0.58134,NA,"2022-11-16T11:21:06+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"122",726539,"WSH_20_WAT","COUNTRY","AFG","EMR","YEAR","Eastern Mediterranean","SEX",2019,"SEX_BTSX","AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0.40 [0.30-0.52]",0.4046,0.30434,0.51725,NA,"2022-11-16T11:21:06+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"123",1372409,"WSH_20_WAT","COUNTRY","PAK","EMR","YEAR","Eastern Mediterranean","SEX",2019,"SEX_BTSX","AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0.37 [0.26-0.50]",0.37242,0.26363,0.50079,NA,"2022-11-16T11:21:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"124",9915294,"WSH_20_WAT","COUNTRY","SLB","WPR","YEAR","Western Pacific","SEX",2019,"SEX_BTSX","AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0.38 [0.24-0.52]",0.37583,0.24233,0.51891,NA,"2022-11-16T11:21:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"125",7964155,"WSH_20_WAT","COUNTRY","GNQ","AFR","YEAR","Africa","SEX",2019,"SEX_BTSX","AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0.41 [0.26-0.56]",0.405,0.26286,0.55618,NA,"2022-11-16T11:21:06+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"126",4576131,"WSH_20_WAT","COUNTRY","BWA","AFR","YEAR","Africa","SEX",2019,"SEX_BTSX","AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0.26 [0.13-0.43]",0.25683,0.12876,0.42947,NA,"2022-11-16T11:21:06+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"127",2772970,"WSH_20_WAT","COUNTRY","HND","AMR","YEAR","Americas","SEX",2019,"SEX_BTSX","AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0.24 [0.17-0.34]",0.24064,0.16837,0.33653,NA,"2022-11-16T11:21:06+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"128",7540384,"WSH_20_WAT","COUNTRY","IRQ","EMR","YEAR","Eastern Mediterranean","SEX",2019,"SEX_BTSX","AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0.30 [0.19-0.44]",0.29683,0.18986,0.43659,NA,"2022-11-16T11:21:06+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"129",4114345,"WSH_20_WAT","COUNTRY","KAZ","EUR","YEAR","Europe","SEX",2019,"SEX_BTSX","AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0.11 [0.05-0.23]",0.10849,0.04939,0.2322,NA,"2022-11-16T11:21:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"130",973599,"WSH_20_WAT","COUNTRY","BLZ","AMR","YEAR","Americas","SEX",2019,"SEX_BTSX","AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0.26 [0.14-0.43]",0.26336,0.13976,0.42688,NA,"2022-11-16T11:21:06+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"131",9275513,"WSH_20_WAT","COUNTRY","TLS","SEAR","YEAR","South-East Asia","SEX",2019,"SEX_BTSX","AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0.15 [0.10-0.23]",0.1536,0.10354,0.22902,NA,"2022-11-16T11:21:08+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
"132",7009001,"WSH_20_WAT","COUNTRY","PRY","AMR","YEAR","Americas","SEX",2019,"SEX_BTSX","AGEGROUP","AGEGROUP_YEARSALL",NA,NA,NA,NA,"0.27 [0.18-0.39]",0.27427,0.18478,0.39298,NA,"2022-11-16T11:21:07+01:00","2019","2019-01-01T00:00:00+01:00","2019-12-31T00:00:00+01:00"
