DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
648653,Population with water more than 30 minutes away round trip,3.5,1,ML,Mali,2012,ML2012DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2012-13,DHS,57253,57046,NA,NA,NA
648660,Population with unknown or missing information on round trip time to water,2.7,1,ML,Mali,2012,ML2012DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2012-13,DHS,57253,57046,NA,NA,NA
98609,Population with water on the premises,29.3,1,ML,Mali,2015,ML2015MIS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2015,MIS,38055,38998,NA,NA,NA
98613,Population with water 30 minutes or less away round trip,64.7,1,ML,Mali,2015,ML2015MIS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2015,MIS,38055,38998,NA,NA,NA
98610,Population with water more than 30 minutes away round trip,4.8,1,ML,Mali,2015,ML2015MIS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2015,MIS,38055,38998,NA,NA,NA
98620,Population with unknown or missing information on round trip time to water,1.3,1,ML,Mali,2015,ML2015MIS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2015,MIS,38055,38998,NA,NA,NA
467699,Population with water on the premises,32.9,1,ML,Mali,2018,ML2018DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2018,DHS,55258,54115,NA,NA,NA
467675,Population with water 30 minutes or less away round trip,61.7,1,ML,Mali,2018,ML2018DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2018,DHS,55258,54115,NA,NA,NA
467700,Population with water more than 30 minutes away round trip,4.5,1,ML,Mali,2018,ML2018DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2018,DHS,55258,54115,NA,NA,NA
467689,Population with unknown or missing information on round trip time to water,0.8,1,ML,Mali,2018,ML2018DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2018,DHS,55258,54115,NA,NA,NA
331966,Population with water on the premises,35.6,1,ML,Mali,2021,ML2021MIS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2021,MIS,53668,53708,NA,NA,NA
331965,Population with water 30 minutes or less away round trip,61.2,1,ML,Mali,2021,ML2021MIS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2021,MIS,53668,53708,NA,NA,NA
331970,Population with water more than 30 minutes away round trip,1.9,1,ML,Mali,2021,ML2021MIS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2021,MIS,53668,53708,NA,NA,NA
331967,Population with unknown or missing information on round trip time to water,1.3,1,ML,Mali,2021,ML2021MIS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2021,MIS,53668,53708,NA,NA,NA
736229,Population with water on the premises,42.8,1,ML,Mali,2023,ML2023DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2023-24,DHS,86350,82499,NA,NA,NA
736244,Population with water 30 minutes or less away round trip,49.2,1,ML,Mali,2023,ML2023DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2023-24,DHS,86350,82499,NA,NA,NA
736236,Population with water more than 30 minutes away round trip,7.7,1,ML,Mali,2023,ML2023DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2023-24,DHS,86350,82499,NA,NA,NA
736233,Population with unknown or missing information on round trip time to water,0.3,1,ML,Mali,2023,ML2023DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2023-24,DHS,86350,82499,NA,NA,NA
295255,Population with water on the premises,53.7,1,MM,Myanmar,2016,MM2016DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2015-16,DHS,52797,53933,NA,NA,NA
295251,Population with water 30 minutes or less away round trip,43.2,1,MM,Myanmar,2016,MM2016DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2015-16,DHS,52797,53933,NA,NA,NA
295256,Population with water more than 30 minutes away round trip,2.1,1,MM,Myanmar,2016,MM2016DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2015-16,DHS,52797,53933,NA,NA,NA
295244,Population with unknown or missing information on round trip time to water,1,1,MM,Myanmar,2016,MM2016DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2015-16,DHS,52797,53933,NA,NA,NA
153964,Population with water on the premises,35.2,1,MR,Mauritania,2000,MR2000DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2000-01,DHS,35694,35357,NA,NA,NA
153959,Population with water 30 minutes or less away round trip,46.2,1,MR,Mauritania,2000,MR2000DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2000-01,DHS,35694,35357,NA,NA,NA
153965,Population with water more than 30 minutes away round trip,17.5,1,MR,Mauritania,2000,MR2000DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2000-01,DHS,35694,35357,NA,NA,NA
153948,Population with unknown or missing information on round trip time to water,1.1,1,MR,Mauritania,2000,MR2000DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2000-01,DHS,35694,35357,NA,NA,NA
333938,Population with water on the premises,57.9,1,MR,Mauritania,2020,MR2020DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2019-21,DHS,71818,72227,NA,NA,NA
333948,Population with water 30 minutes or less away round trip,17.5,1,MR,Mauritania,2020,MR2020DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2019-21,DHS,71818,72227,NA,NA,NA
333939,Population with water more than 30 minutes away round trip,20.7,1,MR,Mauritania,2020,MR2020DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2019-21,DHS,71818,72227,NA,NA,NA
333984,Population with unknown or missing information on round trip time to water,4,1,MR,Mauritania,2020,MR2020DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2019-21,DHS,71818,72227,NA,NA,NA
98975,Population with water on the premises,94.1,1,MV,Maldives,2009,MV2009DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2009,DHS,40980,41043,NA,NA,NA
98988,Population with water 30 minutes or less away round trip,5.1,1,MV,Maldives,2009,MV2009DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2009,DHS,40980,41043,NA,NA,NA
98976,Population with water more than 30 minutes away round trip,0.5,1,MV,Maldives,2009,MV2009DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2009,DHS,40980,41043,NA,NA,NA
99020,Population with unknown or missing information on round trip time to water,0.4,1,MV,Maldives,2009,MV2009DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2009,DHS,40980,41043,NA,NA,NA
612709,Population with water on the premises,97.5,1,MV,Maldives,2016,MV2016DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2016-17,DHS,32643,32256,NA,NA,NA
612729,Population with water 30 minutes or less away round trip,2.3,1,MV,Maldives,2016,MV2016DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2016-17,DHS,32643,32256,NA,NA,NA
612710,Population with water more than 30 minutes away round trip,0.1,1,MV,Maldives,2016,MV2016DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2016-17,DHS,32643,32256,NA,NA,NA
612715,Population with unknown or missing information on round trip time to water,0.1,1,MV,Maldives,2016,MV2016DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2016-17,DHS,32643,32256,NA,NA,NA
99600,Population with water on the premises,13.1,1,MW,Malawi,1992,MW1992DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,1992,DHS,23743,24315,NA,NA,NA
99595,Population with water 30 minutes or less away round trip,64.6,1,MW,Malawi,1992,MW1992DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,1992,DHS,23743,24315,NA,NA,NA
99601,Population with water more than 30 minutes away round trip,19.7,1,MW,Malawi,1992,MW1992DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,1992,DHS,23743,24315,NA,NA,NA
99583,Population with unknown or missing information on round trip time to water,2.7,1,MW,Malawi,1992,MW1992DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,1992,DHS,23743,24315,NA,NA,NA
99640,Population with water on the premises,10.2,1,MW,Malawi,2000,MW2000DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2000,DHS,62398,62364,NA,NA,NA
99646,Population with water 30 minutes or less away round trip,62.5,1,MW,Malawi,2000,MW2000DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2000,DHS,62398,62364,NA,NA,NA
99641,Population with water more than 30 minutes away round trip,27.2,1,MW,Malawi,2000,MW2000DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2000,DHS,62398,62364,NA,NA,NA
99649,Population with unknown or missing information on round trip time to water,0.1,1,MW,Malawi,2000,MW2000DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2000,DHS,62398,62364,NA,NA,NA
131912,Population with water on the premises,14.5,1,MW,Malawi,2004,MW2004DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2004,DHS,59797,59714,NA,NA,NA
131921,Population with water 30 minutes or less away round trip,62.2,1,MW,Malawi,2004,MW2004DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2004,DHS,59797,59714,NA,NA,NA
131913,Population with water more than 30 minutes away round trip,23.3,1,MW,Malawi,2004,MW2004DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2004,DHS,59797,59714,NA,NA,NA
131934,Population with unknown or missing information on round trip time to water,0.1,1,MW,Malawi,2004,MW2004DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2004,DHS,59797,59714,NA,NA,NA
716119,Population with water on the premises,10.6,1,MW,Malawi,2010,MW2010DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2010,DHS,115100,116749,NA,NA,NA
716142,Population with water 30 minutes or less away round trip,63.6,1,MW,Malawi,2010,MW2010DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2010,DHS,115100,116749,NA,NA,NA
716120,Population with water more than 30 minutes away round trip,25.3,1,MW,Malawi,2010,MW2010DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2010,DHS,115100,116749,NA,NA,NA
716136,Population with unknown or missing information on round trip time to water,0.6,1,MW,Malawi,2010,MW2010DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2010,DHS,115100,116749,NA,NA,NA
287810,Population with water on the premises,32.7,1,MW,Malawi,2012,MW2012MIS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2012,MIS,14179,14173,NA,NA,NA
287806,Population with water 30 minutes or less away round trip,50.8,1,MW,Malawi,2012,MW2012MIS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2012,MIS,14179,14173,NA,NA,NA
287811,Population with water more than 30 minutes away round trip,12.1,1,MW,Malawi,2012,MW2012MIS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2012,MIS,14179,14173,NA,NA,NA
287800,Population with unknown or missing information on round trip time to water,4.4,1,MW,Malawi,2012,MW2012MIS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2012,MIS,14179,14173,NA,NA,NA
219555,Population with water on the premises,23.5,1,MW,Malawi,2014,MW2014MIS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2014,MIS,14019,14189,NA,NA,NA
219566,Population with water 30 minutes or less away round trip,56.6,1,MW,Malawi,2014,MW2014MIS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2014,MIS,14019,14189,NA,NA,NA
219564,Population with water more than 30 minutes away round trip,16.8,1,MW,Malawi,2014,MW2014MIS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2014,MIS,14019,14189,NA,NA,NA
219562,Population with unknown or missing information on round trip time to water,3.1,1,MW,Malawi,2014,MW2014MIS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2014,MIS,14019,14189,NA,NA,NA
161555,Population with water on the premises,15.1,1,MW,Malawi,2015,MW2015DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2015-16,DHS,118766,119326,NA,NA,NA
161552,Population with water 30 minutes or less away round trip,54.7,1,MW,Malawi,2015,MW2015DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2015-16,DHS,118766,119326,NA,NA,NA
161556,Population with water more than 30 minutes away round trip,29.3,1,MW,Malawi,2015,MW2015DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2015-16,DHS,118766,119326,NA,NA,NA
161563,Population with unknown or missing information on round trip time to water,1,1,MW,Malawi,2015,MW2015DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2015-16,DHS,118766,119326,NA,NA,NA
138796,Population with water on the premises,14,1,MW,Malawi,2017,MW2017MIS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2017,MIS,16636,16563,NA,NA,NA
138821,Population with water 30 minutes or less away round trip,70.2,1,MW,Malawi,2017,MW2017MIS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2017,MIS,16636,16563,NA,NA,NA
138797,Population with water more than 30 minutes away round trip,12.9,1,MW,Malawi,2017,MW2017MIS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2017,MIS,16636,16563,NA,NA,NA
138782,Population with unknown or missing information on round trip time to water,2.8,1,MW,Malawi,2017,MW2017MIS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2017,MIS,16636,16563,NA,NA,NA
740282,Population with water on the premises,12.4,1,MZ,Mozambique,1997,MZ1997DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,1997,DHS,42893,43973,NA,NA,NA
740288,Population with water 30 minutes or less away round trip,65.8,1,MZ,Mozambique,1997,MZ1997DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,1997,DHS,42893,43973,NA,NA,NA
740283,Population with water more than 30 minutes away round trip,20.7,1,MZ,Mozambique,1997,MZ1997DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,1997,DHS,42893,43973,NA,NA,NA
740293,Population with unknown or missing information on round trip time to water,1,1,MZ,Mozambique,1997,MZ1997DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,1997,DHS,42893,43973,NA,NA,NA
481449,Population with water on the premises,10.2,1,MZ,Mozambique,2003,MZ2003DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2003,DHS,59768,62262,NA,NA,NA
481436,Population with water 30 minutes or less away round trip,63.9,1,MZ,Mozambique,2003,MZ2003DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2003,DHS,59768,62262,NA,NA,NA
481450,Population with water more than 30 minutes away round trip,25.8,1,MZ,Mozambique,2003,MZ2003DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2003,DHS,59768,62262,NA,NA,NA
481430,Population with unknown or missing information on round trip time to water,0.1,1,MZ,Mozambique,2003,MZ2003DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2003,DHS,59768,62262,NA,NA,NA
446792,Population with water on the premises,16.7,1,MZ,Mozambique,2011,MZ2011DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2011,DHS,60587,61842,NA,NA,NA
446800,Population with water 30 minutes or less away round trip,54.6,1,MZ,Mozambique,2011,MZ2011DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2011,DHS,60587,61842,NA,NA,NA
446793,Population with water more than 30 minutes away round trip,26.5,1,MZ,Mozambique,2011,MZ2011DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2011,DHS,60587,61842,NA,NA,NA
446809,Population with unknown or missing information on round trip time to water,2.1,1,MZ,Mozambique,2011,MZ2011DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2011,DHS,60587,61842,NA,NA,NA
403939,Population with water on the premises,23.5,1,MZ,Mozambique,2015,MZ2015AIS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2015,AIS,32001,32557,NA,NA,NA
403955,Population with water 30 minutes or less away round trip,50.1,1,MZ,Mozambique,2015,MZ2015AIS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2015,AIS,32001,32557,NA,NA,NA
403940,Population with water more than 30 minutes away round trip,20.1,1,MZ,Mozambique,2015,MZ2015AIS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2015,AIS,32001,32557,NA,NA,NA
403949,Population with unknown or missing information on round trip time to water,6.3,1,MZ,Mozambique,2015,MZ2015AIS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2015,AIS,32001,32557,NA,NA,NA
513513,Population with water on the premises,35.8,1,MZ,Mozambique,2018,MZ2018MIS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2018,MIS,28027,28723,NA,NA,NA
513520,Population with water 30 minutes or less away round trip,43.5,1,MZ,Mozambique,2018,MZ2018MIS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2018,MIS,28027,28723,NA,NA,NA
513514,Population with water more than 30 minutes away round trip,13.7,1,MZ,Mozambique,2018,MZ2018MIS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2018,MIS,28027,28723,NA,NA,NA
513507,Population with unknown or missing information on round trip time to water,7.1,1,MZ,Mozambique,2018,MZ2018MIS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2018,MIS,28027,28723,NA,NA,NA
505801,Population with water on the premises,31.9,1,MZ,Mozambique,2022,MZ2022DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2022-23,DHS,66036,65931,NA,NA,NA
505781,Population with water 30 minutes or less away round trip,45,1,MZ,Mozambique,2022,MZ2022DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2022-23,DHS,66036,65931,NA,NA,NA
505802,Population with water more than 30 minutes away round trip,18.5,1,MZ,Mozambique,2022,MZ2022DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2022-23,DHS,66036,65931,NA,NA,NA
505767,Population with unknown or missing information on round trip time to water,4.6,1,MZ,Mozambique,2022,MZ2022DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2022-23,DHS,66036,65931,NA,NA,NA
69663,Population with water on the premises,74,1,NC,Nicaragua,2001,NC2001DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2001,DHS,59898,60889,NA,NA,NA
69662,Population with water 30 minutes or less away round trip,23.3,1,NC,Nicaragua,2001,NC2001DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2001,DHS,59898,60889,NA,NA,NA
69664,Population with water more than 30 minutes away round trip,1.9,1,NC,Nicaragua,2001,NC2001DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2001,DHS,59898,60889,NA,NA,NA
69654,Population with unknown or missing information on round trip time to water,0.9,1,NC,Nicaragua,2001,NC2001DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2001,DHS,59898,60889,NA,NA,NA
54410,Population with water on the premises,29.2,1,NG,Nigeria,2003,NG2003DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2003,DHS,35929,35269,NA,NA,NA
54415,Population with water 30 minutes or less away round trip,50.3,1,NG,Nigeria,2003,NG2003DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2003,DHS,35929,35269,NA,NA,NA
54411,Population with water more than 30 minutes away round trip,19.7,1,NG,Nigeria,2003,NG2003DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2003,DHS,35929,35269,NA,NA,NA
54413,Population with unknown or missing information on round trip time to water,0.8,1,NG,Nigeria,2003,NG2003DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2003,DHS,35929,35269,NA,NA,NA
70363,Population with water on the premises,25.8,1,NG,Nigeria,2008,NG2008DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2008,DHS,150589,155401,NA,NA,NA
70355,Population with water 30 minutes or less away round trip,59,1,NG,Nigeria,2008,NG2008DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2008,DHS,150589,155401,NA,NA,NA
70364,Population with water more than 30 minutes away round trip,13.4,1,NG,Nigeria,2008,NG2008DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2008,DHS,150589,155401,NA,NA,NA
70346,Population with unknown or missing information on round trip time to water,1.8,1,NG,Nigeria,2008,NG2008DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2008,DHS,150589,155401,NA,NA,NA
451830,Population with water on the premises,21.3,1,NG,Nigeria,2013,NG2013DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2013,DHS,176963,177180,NA,NA,NA
451833,Population with water 30 minutes or less away round trip,62.1,1,NG,Nigeria,2013,NG2013DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2013,DHS,176963,177180,NA,NA,NA
451840,Population with water more than 30 minutes away round trip,15.4,1,NG,Nigeria,2013,NG2013DHS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2013,DHS,176963,177180,NA,NA,NA
451832,Population with unknown or missing information on round trip time to water,1.1,1,NG,Nigeria,2013,NG2013DHS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2013,DHS,176963,177180,NA,NA,NA
153543,Population with water on the premises,36.3,1,NG,Nigeria,2015,NG2015MIS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2015,MIS,37962,38103,NA,NA,NA
153541,Population with water 30 minutes or less away round trip,53.5,1,NG,Nigeria,2015,NG2015MIS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2015,MIS,37962,38103,NA,NA,NA
153544,Population with water more than 30 minutes away round trip,6.6,1,NG,Nigeria,2015,NG2015MIS,WS_TIME_P_M30,250202030,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPM30,NA,2015,MIS,37962,38103,NA,NA,NA
153535,Population with unknown or missing information on round trip time to water,3.7,1,NG,Nigeria,2015,NG2015MIS,WS_TIME_P_DKM,250202040,S,1000,0,Total,Total,0,NA,1,1,WSTIMEPDKM,NA,2015,MIS,37962,38103,NA,NA,NA
535802,Population with water on the premises,33.2,1,NG,Nigeria,2018,NG2018DHS,WS_TIME_P_ONP,250202010,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPONP,NA,2018,DHS,188356,186450,NA,NA,NA
535791,Population with water 30 minutes or less away round trip,59.7,1,NG,Nigeria,2018,NG2018DHS,WS_TIME_P_L30,250202020,I,1000,0,Total,Total,0,NA,1,1,WSTIMEPL30,NA,2018,DHS,188356,186450,NA,NA,NA
