"","IndicatorCode","Country","Year","Value"
"222","WSH_WATER_SAFELY_MANAGED","PRY",2003,68.51507
"223","WSH_WATER_SAFELY_MANAGED","HRV",2006,85.37542
"224","WSH_WATER_SAFELY_MANAGED","GMB",2005,49.8123
"225","WSH_WATER_SAFELY_MANAGED","TUN",2004,72.97705
"226","WSH_WATER_SAFELY_MANAGED","RWA",2010,36.97132
"227","WSH_WATER_SAFELY_MANAGED","DEU",2014,99.93675
"228","WSH_WATER_SAFELY_MANAGED","BTN",2010,26.32107
"229","WSH_WATER_SAFELY_MANAGED","AUT",2018,98.90447
"230","WSH_WATER_SAFELY_MANAGED","CAF",2012,7.02456
"231","WSH_WATER_SAFELY_MANAGED","ZWE",2004,53.75258
"232","WSH_WATER_SAFELY_MANAGED","TKM",2004,85.70751
"233","WSH_WATER_SAFELY_MANAGED","CZE",2017,97.66103
"234","WSH_WATER_SAFELY_MANAGED","LAO",2017,26.40066
"235","WSH_WATER_SAFELY_MANAGED","JPN",2012,98.23246
"236","WSH_WATER_SAFELY_MANAGED","AFG",2001,21.27858
"237","WSH_WATER_SAFELY_MANAGED","TCD",2002,5.5866
"238","WSH_WATER_SAFELY_MANAGED","TGO",2005,0
"239","WSH_WATER_SAFELY_MANAGED","IND",2006,37.12289
"240","WSH_WATER_SAFELY_MANAGED","FJI",2002,52.37493
"241","WSH_WATER_SAFELY_MANAGED","AUS",2001,98.28848
"242","WSH_WATER_SAFELY_MANAGED","PRK",2018,66.46603
"243","WSH_WATER_SAFELY_MANAGED","AFG",2005,14.73385
"244","WSH_WATER_SAFELY_MANAGED","RWA",2009,35.48885
"245","WSH_WATER_SAFELY_MANAGED","SLE",2006,6.28321
"246","WSH_WATER_SAFELY_MANAGED","OMN",2011,86.56858
"247","WSH_WATER_SAFELY_MANAGED","HUN",2016,93.12667
"248","WSH_WATER_SAFELY_MANAGED","DEU",2019,99.90934
"249","WSH_WATER_SAFELY_MANAGED","ISL",2018,99.78916
"250","WSH_WATER_SAFELY_MANAGED","KHM",2017,26.09488
"251","WSH_WATER_SAFELY_MANAGED","COD",2021,0.50831
"252","WSH_WATER_SAFELY_MANAGED","USA",2014,96.21327
"253","WSH_WATER_SAFELY_MANAGED","KGZ",2012,89.78634
"254","WSH_WATER_SAFELY_MANAGED","WPR",2020,NA
"255","WSH_WATER_SAFELY_MANAGED","AFR",2012,11.19391
"256","WSH_WATER_SAFELY_MANAGED","UKR",2017,88.65881
"257","WSH_WATER_SAFELY_MANAGED","TKM",2006,87.64396
"258","WSH_WATER_SAFELY_MANAGED","BHR",2017,98.90973
"259","WSH_WATER_SAFELY_MANAGED","ZWE",2002,53.54815
"260","WSH_WATER_SAFELY_MANAGED","MNG",2004,2.50576
"261","WSH_WATER_SAFELY_MANAGED","PAK",2000,46.23808
"262","WSH_WATER_SAFELY_MANAGED","KHM",2016,54.29527
"263","WSH_WATER_SAFELY_MANAGED","WSM",2004,82.67637
"264","WSH_WATER_SAFELY_MANAGED","QAT",2016,97.10822
"265","WSH_WATER_SAFELY_MANAGED","LSO",2018,8.31091
"266","WSH_WATER_SAFELY_MANAGED","SUR",2017,39.23327
"267","WSH_WATER_SAFELY_MANAGED","MKD",2022,84.61392
"268","WSH_WATER_SAFELY_MANAGED","DEU",2012,99.77941
"269","WSH_WATER_SAFELY_MANAGED","COL",2013,81.15686
"270","WSH_WATER_SAFELY_MANAGED","TZA",2007,5.47457
"271","WSH_WATER_SAFELY_MANAGED","GEO",2020,87.91167
"272","WSH_WATER_SAFELY_MANAGED","PSE",2000,75.32803
"273","WSH_WATER_SAFELY_MANAGED","PHL",2009,45.08481
"274","WSH_WATER_SAFELY_MANAGED","ETH",2006,6.42706
"275","WSH_WATER_SAFELY_MANAGED","PRT",2006,96.88051
"276","WSH_WATER_SAFELY_MANAGED","SGP",2008,100
"277","WSH_WATER_SAFELY_MANAGED","COD",2017,11.50186
"278","WSH_WATER_SAFELY_MANAGED","UGA",2017,38.26228
"279","WSH_WATER_SAFELY_MANAGED","CIV",2015,24.2577
"280","WSH_WATER_SAFELY_MANAGED","KHM",2010,21.99383
"281","WSH_WATER_SAFELY_MANAGED","TGO",2009,0
"282","WSH_WATER_SAFELY_MANAGED","ESP",2004,99.7025
"283","WSH_WATER_SAFELY_MANAGED","IRQ",2009,54.49998
"284","WSH_WATER_SAFELY_MANAGED","MWI",2020,9.22185
"285","WSH_WATER_SAFELY_MANAGED","PRK",2004,78.67603
"286","WSH_WATER_SAFELY_MANAGED","NZL",2013,92.23929
"287","WSH_WATER_SAFELY_MANAGED","GTM",2001,56.20954
